Object identifier,Divisions,Accession Number,Accession Description,Quantity,Type,Original Number,Other Numbers,Object Type,Materials,Display Date,Provenience,Verbatim Geography,Geographic Location,Political Location,Culture,Description,Curatorial Notes
26647-b,Ethnology & Material Culture,"Accession Number: 3281
",Accession #3281 UMMAA Expedition  (3281),"Quantity: 1
Unit: ea
",Ethnographic,,,Mat,Straw,,,Asia-Southeast Asia-Philippines--,,,,"Straw mats; finely woven, many colors, various sizes. 


Rectangular.  One side is natural colored weave.  Other side has a layer over the natural one of purple and yellow dyed fibers woven in checked pattern with several stripes running down the length.",
26647-c,Ethnology & Material Culture,"Accession Number: 3281
",Accession #3281 UMMAA Expedition  (3281),"Quantity: 1
Unit: ea
",Ethnographic,,,Mat,Straw,,,Asia-Southeast Asia-Philippines--,,,,"Straw mats; finely woven, many colors, various sizes. 


Rectangular.  Natural colored, and green and red dyed fibers woven into geometric patterns.  2 corners are natural and 2 are green.  The red forms diagonal lines. The Green and natural patterns run lengthwise within the diagonals.",
26647-d,Ethnology & Material Culture,"Accession Number: 3281
",Accession #3281 UMMAA Expedition  (3281),"Quantity: 1
Unit: ea
",Ethnographic,,,Mat,Straw,,,Asia-Southeast Asia-Philippines--,,,,"Straw mats; finely woven, many colors, various sizes. 


Rectangular.  Two natural and one brown shade (dark natural?) woven into a plaid-like pattern.",
26647-e,Ethnology & Material Culture,"Accession Number: 3281
",Accession #3281 UMMAA Expedition  (3281),"Quantity: 1
Unit: ea
",Ethnographic,,,Mat,Straw,,,Asia-Southeast Asia-Philippines--,,,,"Straw mats; finely woven, many colors, various sizes. 


Rectangular.  Ground is dyed red.  Plaid patterns woven in black dyed, red dyed, and natural colored fibers.",
26647-f,Ethnology & Material Culture,"Accession Number: 3281
",Accession #3281 UMMAA Expedition  (3281),"Quantity: 1
Unit: ea
",Ethnographic,,,Mat,Straw,,,Asia-Southeast Asia-Philippines--,,,,"Straw mats; finely woven, many colors, various sizes. 


Rectangular.  Ground is dyed red.  Plaid patterns woven in black dyed, red dyed, and natural colored fibers.",
3000-1-175,Asian Ethnology,"Accession Number: 3000-1
",Accession #3000-1 Found in Collection  (3000-1),"Quantity: 1
Unit: ea
",Ethnographic,,,Coin,Metal,,,Asia-Southeast Asia-Philippines--,,,,"metal coin, ""half centavo""",
3000-1-80,Ethnology & Material Culture,"Accession Number: 3000-1
",Accession #3000-1 Found in Collection  (3000-1),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: M52-2
Number Type: original numbers
",Model,Wood; Reed; Leaf,,,Asia-Southeast Asia-Philippines--,,,,Model of a Tagalong House,
36453-a,Ethnology & Material Culture,"Accession Number: 1822
",Accession #1822 Donation 08/1948 (1822),"Quantity: 1
Unit: ea
",Ethnographic,,,Armrest,Bamboo,,,Asia-Southeast Asia-Philippines--,,,,A bamboo arm rest with several rows of writing on it.,
36453-b,Ethnology & Material Culture,"Accession Number: 1822
",Accession #1822 Donation 08/1948 (1822),"Quantity: 1
Unit: ea
",Ethnographic,,,Armrest,Bamboo,,,Asia-Southeast Asia-Philippines--,,,,A bamboo arm rest with several rows of writing on it.,
36798-a,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Cannon,Bronze,,,Asia-Southeast Asia-Philippines-Lanao del Sur-,"Lake Lanao, Mindinao",,,"Moro bronze cannon (a) and wood stand (b). 


Bronze cannon decorated with patterns at ends and mid-shaft.  Two knobs protrude at mid-shaft to allow for attachment to stand (b).","3/2008 - An excellent specimen of bronze cannon or swivel gun used by the Moros on their war vintas (boats), in their cotta (fortified points) and in open fighting. Obtained from Datu Sali - a local chief at lake Lanao, Mindinao, in 1938, who stated that he had obtained it in Calarian, a barrio some eight kilometers north of Zamboango, ""about twenty-five years ago"", with the story that it had been used in the days of piracy and fighting between the Moros and Spanish in Mindinao, the Strights of Basilian and the Sulu Islands."
36798-b,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Stand,Wood,,,Asia-Southeast Asia-Philippines--,,,,"A-Lantaka, Moro bronze cannon (a) and wood stand (b). 


Rectangular wood base with a wood piece rising vertically from one end and another wood piece rising horizontally from the other.  These meet up to form a platform for the cannon (a) to sit in and attach to.","This bowl is said to be made from ""nansisu"" - a tree not yet identified. The bowl is ancient. They say is dates back to ""The Four Lodges."" The time of ""The Four Lodges"", i.e. four ceremonial lodges, is a time often referred to by Arikaras as a time of power and prosperity of their nation, on the Grand River or even lower down the course of their nortward migration. This bowl was purchased by Melvin R. Gilmore from Bearsbelly at Armstrong on the Ft. Berthold Reservation, August 18, 1921. It belonged to the mother-in-law of Bearsbelly, who died in 1905."
36800-a,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Kris,Metal; Wood,,,Asia-Southeast Asia-Philippines--,Southern Islands,,,One Moro wavy kris (a) and sheath (b).  Kris has a serpentine metal blade hafted in a wooden handle.  Sheath is wooden with wicker bands.,
36800-b,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Sheath,Wood; Wicker,,,Asia-Southeast Asia-Philippines--,Southern Islands,,,One Moro wavy kris (a) and sheath (b).  Kris has a serpentine metal blade hafted in a wooden handle.  Sheath is wooden with wicker bands.,
36802-a,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Sword,Metal; Ivory; Silver; Wicker,,,Asia-Southeast Asia-Philippines--,,,Moro,"Moro barong, large slash and thrust weapon with silver and ivory hilt.  Stored in hard-wood scabbard 36802b",
36802-b,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Sheath,Wood; Wicker,,,Asia-Southeast Asia-Philippines--,,,Moro,Hardwood scabbard for Barong 36802a.,
36803-a,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Knife,Metal; Wood; Cotton,,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao",,Moro,"One Moro barong (a), a small slash and thrust weapon, and scabbard (b).",
36803-b,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Sheath,Wood; Cotton; Wicker,,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao",,Moro,"One Moro barong (a), a small slash and thrust weapon, and scabbard (b).",
36804-a,Ethnology & Material Culture,"Accession Number: 2108
",Accession #2108 Donation 10/14/1953 (2108),"Quantity: 1
Unit: ea
",Ethnographic,,,Kris,Metal; Brass; Wood; Cotton,,,Asia-Southeast Asia-Philippines--,"Southern Islands, Mindanao",,,One wavy kris (a) with a sheath (b).  The kris has a wooden grip with brass and wound cotton string decorations.  The sheath is wooden with wicker bands and metal accents.,
